,level_0,user_id,lang,date,is_weekend,year,text,lat,lng,governorate,area,links,index,place_id,types
7472,7472,24267572.0,en,2018-12-07 20:30:00,True,2018,Live music #Satay #ThaiCuisine #Relaxing #GirlTime #GoodFood #GreatConvo ☺️\U0001f3b7\U0001f3bc shaking off this jetlag \U0001f64c\U0001f3fe\U0001f64c\U0001f3fe @ Satay… ,29.214582,48.103466,Mubarak Al-Kabeer,Fineitees,['https://t.co/N1to3Js7nd'],3.0,GhIJb0-Q2O42PUARvB-3Xz4NSEA,"['cafe', 'establishment', 'food', 'point_of_interest', 'store', 'establishment', 'point_of_interest', 'transit_station', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7473,7473,1975063200.0,en,2018-01-16 21:33:00,False,2018,I'm at Salwa in Kuwait ,29.294104,48.077362,Hawalli,Salwa,['https://t.co/ByMBTPPbqx'],2.0,GhIJbp9VZkpLPUARAfp9_-YJSEA,"['premise', 'street_address', 'plus_code', 'establishment', 'park', 'point_of_interest', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7474,7474,2772539000.0,en,2018-11-02 16:10:00,True,2018,"I'm at VOL.1 in Kuwait, Al Kuwayt w/ @talsafran_ @_mj_65 ",29.341793,47.94266,Capital,Shuwaikh Industrial - 1,['https://t.co/lAQt0zoC7o'],2.0,GhIJcQD9vn9XPUARqZ83Fan4R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7476,7476,122303664.0,en,2018-04-25 07:48:00,False,2018,I'm at American University of the Middle East in Kuwait ,29.163933,48.099804,Ahmadi,Egaila,['https://t.co/WYW4r1du6L'],2.0,GhIJNbxZg_cpPUARRwGiYMYMSEA,"['cafe', 'establishment', 'food', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7477,7477,2838351000.0,en,2019-10-07 11:01:00,False,2019,"I'm at Australian College of Kuwait - @ack_live in Mubarak Al-Abdullah, Hawalli Governorate ",29.276304,48.05172,Hawalli,Mubarak Al-Abdullah Al-Gaber,['https://t.co/paJksTF24T'],1.0,GhIJBsHj27tGPUARSUbOwp4GSEA,"['cafe', 'establishment', 'food', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7478,7478,2838351000.0,in,2018-08-25 19:16:00,True,2018,"I'm at @Starbucks Trolley  (Masayel) in Messila, AL MESILAH ",29.243797,48.08635,Mubarak Al-Kabeer,Messila,['https://t.co/ucR0lpxFSr'],,,
7479,7479,3016254000.0,en,2018-02-08 12:05:00,False,2018,\U0001f1f0\U0001f1fc @ Kuwait City ,29.3697,47.9783,Capital,Qibla,['https://t.co/2tzOkrviwp'],,,
7480,7480,178526220.0,ar,2018-02-09 15:51:00,True,2018,بين مسافات الزمن فوارق لن نشعر بها إلا عندما نرجع إلى الوراء… ,29.38169,47.99326,Capital,Sharq,['https://t.co/PsSTx34Naa'],4.0,GhIJ0zWTb7ZhPUARZTbIJCP_R0A,"['establishment', 'point_of_interest', 'premise', 'establishment', 'point_of_interest', 'transit_station', 'route', 'plus_code', 'street_address', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7482,7482,2302779600.0,un,2018-04-17 17:38:00,False,2018,I'm at القرين ق١ in Mubarak Al-Kabeer ,29.20702,48.08843,Mubarak Al-Kabeer,Qurain,['https://t.co/mKe7PljFJ4'],2.0,GhIJMJ5BQ_80PUARHv6arFELSEA,"['establishment', 'point_of_interest', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7483,7483,2302779600.0,un,2018-08-14 15:50:00,False,2018,I'm at القرين ق١ in Mubarak Al-Kabeer ,29.20702,48.08843,Mubarak Al-Kabeer,Qurain,['https://t.co/kzIO2c0LHl'],2.0,GhIJMJ5BQ_80PUARHv6arFELSEA,"['establishment', 'point_of_interest', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7484,7484,3096560400.0,ar,2018-09-20 22:25:00,False,2018,حسينية وارث الانبياء (@ مدينة الشيخ جابر الاحمد in Kuwait City) ,29.33486,47.771427,Capital,Jaber Al-Ahmad,['https://t.co/paZyAyiYid'],0.0,GhIJEr2MYrlVPUARLiC0Hr7iR0A,"['plus_code', 'establishment', 'point_of_interest', 'premise', 'route', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7485,7485,1115247400.0,en,2018-01-26 17:30:00,True,2018,"I'm at South Surra in Kuwait city, Kuwait ",29.284569,48.011192,Hawalli,Hitteen,['https://t.co/2s1MYmdBQX'],3.0,GhIJlnSUg9lIPUARCf1MvW4BSEA,"['establishment', 'point_of_interest', 'premise', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7486,7486,712684350.0,en,2020-01-16 19:41:00,False,2020,"I'm at Souq Al Mubarakiya in Kuwait City, Al Asimah ",29.373993,47.97457,Capital,Qibla,['https://t.co/Q8ALs2HJa6'],,,
7487,7487,3254211600.0,un,2019-06-28 03:48:00,True,2019,"I'm at Abu Fatirah in ضاحية أبو فطيرة, مبارك الكبير w/ @ajx23_ ",29.197897,48.098866,Mubarak Al-Kabeer,Abu Ftaira,['https://t.co/4hUX2qHtWA'],,,
7488,7488,2501075000.0,tl,2019-05-02 02:23:00,False,2019,"Good bye 🇰🇼 (@ Kuwait Airport ( T4 ) in Farwaniya, Al Farwaniyah w/ @bader_almarzoug) ",29.328562,47.98141,Capital,Adeilia,['https://t.co/VMaBVZ8E35'],,,
7489,7489,2721300700.0,en,2019-06-26 22:56:00,False,2019,I'm at Platinum Health Club in Subah Al Salem w/ @salehabdulrahem ,29.264286,48.085346,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/vxfrXKyzMu'],1.0,GhIJaMpOP6hDPUARFmwjnuwKSEA,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7490,7490,175470750.0,un,2019-03-25 16:51:00,False,2019,"امطار #الوفره اللهم صيبا نافعا اللهم سقيا رحمه @ Al Wafrah, Al Aḩmadī, Kuwait ",29.135939,48.096687,Ahmadi,Hadiya,['https://t.co/dHpgPMAnU0'],2.0,GhIJPUD35cwiPUARY3lXPWAMSEA,"['establishment', 'health', 'hospital', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7491,7491,3265865200.0,ca,2019-09-20 04:44:00,True,2019,"✈️💙 (@ مطار الكويت الدولي - @kuwaitairports in Al Farwānīyah, Al Farwaniyah) ",29.23941,47.971497,Farwaniya,Airport,['https://t.co/4sYPjT46ZB'],1.0,GhIJ21VI-Uk9PUARwJSBA1r8R0A,"['airport', 'establishment', 'point_of_interest', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
7493,7493,3430978000.0,in,2018-04-11 21:55:00,False,2018,"\U0001f60d (@ Cinescape - @mall360 in Kuwait City, Mubarak Al-Kabeer) ",29.26767,47.992638,Hawalli,Zahra,"['https://t.co/1KeJAMVIDB', 'https://t.co/gsucsddnFb']",,,
7496,7496,2357895000.0,en,2019-04-11 15:26:00,False,2019,"I'm at Loft in Kuwait City, Al Kuwayt ",29.275864,47.90494,Farwaniya,Sabah Al-Nasser,['https://t.co/BmpmE7YoKK'],2.0,GhIJzCTqBZ9GPUARzmvsEtXzR0A,"['establishment', 'point_of_interest', 'university', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7497,7497,304957150.0,sv,2019-01-11 16:44:00,True,2019,I'm at Starbucks in Kaifan ,29.344782,47.95211,Capital,Keefan,['https://t.co/5vMHHDIhPY'],2.0,GhIJ3T8WokNYPUAR5xiQvd75R0A,"['cafe', 'establishment', 'food', 'point_of_interest', 'store', 'establishment', 'point_of_interest', 'transit_station', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7498,7498,625341300.0,en,2018-03-16 14:58:00,True,2018,"I'm at Gravity Cafe in Abu Halifa, Al Ahmadi Governorate ",29.13643,48.131844,Ahmadi,Mahboula,['https://t.co/WWDFUkFRwU'],3.0,GhIJezGUE-0iPUARQBaiQ-AQSEA,"['cafe', 'establishment', 'food', 'point_of_interest', 'street_address', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7499,7499,2369369900.0,ar,2018-12-13 11:39:00,False,2018,I'm at الإدارة العامة للجنسية ووثائق السفر الكويتية in Al Farwaniyah Govern ,29.261524,47.969624,Farwaniya,Dajeej,['https://t.co/qoTfjxL2eZ'],2.0,GhIJfh6jPPNCPUARVrWkoxz8R0A,"['establishment', 'point_of_interest', 'shopping_mall', 'premise', 'plus_code', 'route', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7500,7500,3139673300.0,ca,2019-04-02 22:27:00,False,2019,Rappelle toi que les plus grandes leçons de la vie sont apprises des périodes les plus difficiles.❤️👌🇩🇪 à الدوحة -ق… ,29.240585,47.971077,Farwaniya,Airport,['https://t.co/iUSket79O2'],2.0,GhIJfeiC-pY9PUAR63JKQEz8R0A,"['airport', 'establishment', 'point_of_interest', 'bus_station', 'establishment', 'point_of_interest', 'transit_station', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
7501,7501,1558423800.0,en,2018-06-02 15:49:00,True,2018,"I'm at Souq Al Mubarakiya in Kuwait City, Al Asimah ",29.374397,47.973404,Capital,Qibla,['https://t.co/2muwmbe3qP'],1.0,GhIJc7hWe9hfPUAR1uWUgJj8R0A,"['establishment', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7503,7503,3238299600.0,en,2018-01-20 15:52:00,True,2018,"I'm at 360\xb0 @Mall360 in Kuwait City, Al Asimah ",29.267485,47.992924,Hawalli,Zahra,"['https://t.co/hIBOcPfbpc', 'https://t.co/AZNGogdJZd']",3.0,GhIJqSuf5XlEPUAR7bQ1Ihj_R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'street_address', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7504,7504,4447489500.0,ar,2018-10-01 17:51:00,False,2018,مداومه مقاومه المرض (@ مبنى القبول والتسجيل in الجامعة العربية المفتوحة - AOU) ,29.282663,47.913033,Farwaniya,Ardhiya - 6,['https://t.co/6jbL91SsHW'],2.0,GhIJDMo0mlxIPUARmpXtQ970R0A,"['premise', 'establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7505,7505,3012305000.0,un,2018-01-27 05:18:00,True,2018,"I'm at Kuwait International Airport in Al Farwānīyah, Al Farwaniyah ",29.240908,47.971004,Farwaniya,Airport,['https://t.co/kWi9uRYYc9'],1.0,GhIJQliNJaw9PUARgSTs20n8R0A,"['establishment', 'food', 'point_of_interest', 'plus_code', 'route', 'airport', 'establishment', 'point_of_interest', 'administrative_area_level_1', 'political', 'country', 'political']"
7506,7506,2266738000.0,un,2018-12-17 21:22:00,False,2018,"I'm at حديقة الشهيد - @alshaheedpark in Kuwait City, Al Kuwayt ",29.369656,47.993584,Capital,Hadeyk Al-Soor,['https://t.co/PFApplLBNe'],2.0,GhIJKsWOxqFePUARGOqwwi3_R0A,"['establishment', 'park', 'point_of_interest', 'tourist_attraction', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7507,7507,1602844800.0,en,2018-06-09 23:24:00,True,2018,"I'm at Starbucks in Kuwait, Al Asimah ",29.338049,47.93615,Capital,Shuwaikh Industrial - 1,['https://t.co/GOU9kbUmGg'],,,
7509,7509,542884030.0,un,2018-01-26 15:53:00,True,2018,"I'm at سينسكيب - @mall360 in Kuwait City, Mubarak Al-Kabeer ",29.26767,47.992638,Hawalli,Zahra,"['https://t.co/QpK6j9RYvF', 'https://t.co/gmM0rY3V8n']",,,
7510,7510,941007040.0,en,2018-12-11 20:27:00,False,2018,"I'm at Cinescape - @mall360 in Kuwait City, Mubarak Al-Kabeer ",29.2677,47.992584,Hawalli,Zahra,['https://t.co/VLrdiwkEUz'],3.0,GhIJoyO5_IdEPUARNUQV_gz_R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'street_address', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7511,7511,3180807200.0,en,2018-05-17 23:43:00,False,2018,"I'm at Face/Off Cafe in Kuwait City, Al Kuwayt ",29.383968,47.988644,Capital,Sharq,['https://t.co/ZUgqvMXUoP'],3.0,GhIJ5bUSuktiPUARfbH34ov-R0A,"['establishment', 'point_of_interest', 'premise', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7512,7512,4526647000.0,tr,2018-03-25 10:56:00,False,2018,"\U0001f629 (@ KOC Hospital in Ahmadi, Al Ahmadi) ",29.090775,48.056023,Ahmadi,West Ahmadi,['https://t.co/KnhnPVBVtY'],2.0,GhIJXUvIBz0XPUARc2n8wisHSEA,"['doctor', 'establishment', 'health', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7513,7513,739980860.0,en,2019-04-04 19:45:00,False,2019,"I'm at Arabica % The Avenues in Al-Raī, The Forum - The Avenues ",29.253576,48.069984,Mubarak Al-Kabeer,Sabah Al-Salem,"['https://t.co/AHX1wDFYCZ', 'https://t.co/7AFhHkfd0f']",3.0,GhIJ7QxTW-pAPUARI59XPPUISEA,"['establishment', 'point_of_interest', 'premise', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7514,7514,4885037600.0,en,2018-09-25 21:27:00,False,2018,"I'm at Starbucks in Shamiya, Kuwait, Al Kuwayt w/ @faalbinalii @saldammaj ",29.355997,47.967464,Capital,Shammiya,['https://t.co/rWZXo3uVaD'],,,
7515,7515,296656580.0,en,2017-12-25 15:57:00,False,2017,"With my angel \U0001f469‍\U0001f467\U0001f49c (@ Grand Cinema -GRAND CLASS in Kuwait City, Al Asimah) ",29.378275,47.99262,Capital,Sharq,"['https://t.co/1lPFYib6VQ', 'https://t.co/uEwhRibwrH']",3.0,GhIJ9uRhodZgPUARga0SLA7_R0A,"['establishment', 'point_of_interest', 'store', 'establishment', 'point_of_interest', 'transit_station', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7516,7516,2884293000.0,en,2018-07-05 08:38:00,False,2018,CS Jiu Jitsu Kuwait making a positive difference in their community #csjiujitsu4kids #csjiujitsu #csjiujitsuworld @… ,29.3697,47.9783,Capital,Qibla,['https://t.co/ebQ51dJrAn'],,,
7517,7517,965783600.0,en,2019-04-04 17:45:00,False,2019,I'm at alaskar chalet ,29.251896,47.96196,Farwaniya,Airport,['https://t.co/SFWwq6H4mm'],4.0,GhIJQ_6ZQXxAPUARswdagSH7R0A,"['airport', 'establishment', 'point_of_interest', 'establishment', 'point_of_interest', 'street_address', 'establishment', 'point_of_interest', 'transit_station', 'plus_code', 'route', 'street_address', 'administrative_area_level_1', 'political', 'country', 'political']"
7518,7518,267055790.0,en,2020-09-29 17:15:00,False,2020,Just posted a video @ Kuwait City ,29.3697,47.9783,Capital,Qibla,['https://t.co/gT9UXP1WmR'],,,
7519,7519,72300096.0,en,2017-12-24 20:22:00,False,2017,Christmas Party and also a BD surprise last night. Had so much fun. Thank you so much girls.… ,29.3328,48.0286,Hawalli,Hawalli,['https://t.co/CDH5enbBH7'],3.0,GhIJ2ht8YTJVPUARMlUwKqkDSEA,"['premise', 'convenience_store', 'establishment', 'food', 'point_of_interest', 'store', 'route', 'plus_code', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7520,7520,288105900.0,ar,2020-04-03 14:01:00,True,2020,أن نضع فكرة لتحديد مكانة المرأة لها أن نضع حدودها بالمطبخأن نحجم أحلامها بحدود البيتالإسلام أعطى المرأة حرية الع… ,29.3697,47.9783,Capital,Qibla,['https://t.co/YE61Kjjqwr'],,,
7522,7522,2264677400.0,en,2019-10-24 14:11:00,False,2019,"I'm at Sabah Al-Salem University City, Kuwait University- COAE Project ",29.25885,47.897827,Farwaniya,Farwania Region,['https://t.co/AHFuysBs3S'],2.0,GhIJ0ZFc_kNCPUARnzvB_uvyR0A,"['establishment', 'place_of_worship', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7523,7523,293998370.0,en,2019-08-04 08:59:00,False,2019,"I'm at Oxygen Gym New Rigge in Al Kuwayt, Al Farwaniyah ",29.3096,47.91856,Farwaniya,Riggae,['https://t.co/Ho2bxOv87q'],2.0,GhIJc9cS8kFPPUAR9rTDX5P1R0A,"['premise', 'establishment', 'hair_care', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7524,7524,362862880.0,ar,2019-04-25 13:06:00,False,2019,لحظة غروب الشمس #الكويت #البحر @ شاطئ السالمية دولة الكويت - مارينا ,29.310623,47.99444,Capital,Qortuba,['https://t.co/Tj8ZRgKLGD'],4.0,GhIJqWIq_YRPPUARyOpWz0n_R0A,"['premise', 'street_address', 'establishment', 'point_of_interest', 'route', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7526,7526,4459353000.0,in,2019-11-21 22:14:00,False,2019,"I'm at Qadsiya Co-Op in Qadsiya, Al Asimah ",29.349989,48.003548,Capital,Qadsiya,['https://t.co/wh9hz1Qrog'],,,
7527,7527,61731164.0,en,2017-12-29 17:49:00,True,2017,Is on loan to Qatar for the evening.  Hoping for a Qatar and Dale… ,29.271427,47.91861,Farwaniya,Ardhiya - 6,['https://t.co/BnqmQKRTVs'],1.0,GhIJW0BoPXxFPUARqOMxA5X1R0A,"['establishment', 'point_of_interest', 'stadium', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7529,7529,1329237800.0,ar,2018-01-27 12:57:00,True,2018, نعمل لغدٍ مشرق مهرجان يناير ٢٠١٨(٤)يسري العرض من يوم الأحد الموافق  ٢٨ / ٠١ / ٢٠١٨  محتى… ,29.18199,48.115486,Ahmadi,Fintas,['https://t.co/C479JLjayY'],2.0,GhIJ9DKK5ZYuPUARq5LIPsgOSEA,"['establishment', 'health', 'hospital', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
